RP11-431K24.1	1	8026738	8122702
CTA-215D11.4	1	8057245	8058463
RP11-431K24.2	1	8189824	8192770
RP11-431K24.3	1	8202429	8215210
RNU1-7P	1	8206434	8206597
RP11-431K24.4	1	8218190	8220529
RNU6-991P	1	8292157	8292263
SLC45A1	1	8317826	8344167
RERE	1	8352397	8817643
RP5-1115A15.1	1	8424645	8434838
RF00599	1	8511795	8511919
RP5-1115A15.2	1	8512653	8513021
RP4-633I8.1	1	8750430	8751087
RP4-633I8.2	1	8786211	8786913
RP4-633I8.3	1	8798475	8799506
RP4-633I8.4	1	8805860	8807051
RP11-185B14.1	1	8831007	8831375
ENO1	1	8861000	8879250
MIR6728	1	8866502	8866590
RP3-477M7.3	1	8878835	8879894
RNU6-304P	1	8883427	8883533
RP3-477M7.4	1	8893409	8894151
RP3-477M7.5	1	8907393	8907744
RP3-477M7.6	1	8909742	8909904
CA6	1	8945867	8975092
RN7SL451P	1	8979576	8979874
SLC2A7	1	9003300	9026345
SLC2A5	1	9035107	9088478
RF00424	1	9082696	9082879
GPR157	1	9100305	9129170
MIR34AHG	1	9148011	9198906
MIR34A	1	9151668	9151777
RP3-510D11.2	1	9182004	9196284
H6PD	1	9234775	9271337
SPSB1	1	9292880	9369532
CTD-2510L9.2	1	9421098	9422862
CTD-2510L9.1	1	9425094	9440564
RNA5SP40	1	9437669	9437778
RP13-392I16.1	1	9501092	9503471
SLC25A33	1	9539482	9585179
RP13-15M17.1	1	9576427	9576985
TMEM201	1	9588922	9614873
PIK3CD	1	9651732	9729114
C1orf200	1	9652610	9654586
RP11-558F24.2	1	9660828	9662626
RP11-558F24.4	1	9672426	9687555
CLSTN1	1	9729026	9824526
RP11-558F24.6	1	9780822	9781240
RP11-84A14.7	1	9826289	9828271
CTNNBIP1	1	9848276	9910336
RP11-84A14.5	1	9848318	9850154
LZIC	1	9922113	9943407
RP11-84A14.4	1	9942923	9949974
NMNAT1	1	9943428	9985501
RN7SKP269	1	9947318	9947636
RP11-84A14.6	1	9950572	9960787
MIR5697	1	9967381	9967458
RP11-807G9.2	1	9983141	9984568
RBP7	1	9997206	10016020
UBE4B	1	10032832	10181239
RP11-496H15.2	1	10054445	10054781
RP11-496H15.3	1	10058671	10059648
RNU6-828P	1	10163268	10163374
KIF1B	1	10210805	10381603
MIR1273D	1	10227718	10227803
RNU6-37P	1	10298966	10299072
RN7SL731P	1	10306465	10306757
RP4-736L20.4	1	10381906	10387150
RP4-736L20.5	1	10395416	10397432
PGD	1	10398592	10420144
RP4-736L20.3	1	10429881	10430677
APITD1-CORT	1	10430102	10452153
CENPS	1	10430443	10442809
CORT	1	10449719	10451902
DFFA	1	10456522	10472526
RP5-1113E3.3	1	10458555	10459338
PEX14	1	10472288	10630758
RN7SL614P	1	10616836	10617115
CASZ1	1	10636604	10796650
RP4-734G22.3	1	10639241	10654333
RP11-340B24.3	1	10895761	10895998
C1orf127	1	10946471	10982037
CFLP6	1	10990978	10991797
TARDBP	1	11012344	11026420
RP4-635E18.9	1	11012662	11030528
MASP2	1	11026523	11047233
RP4-635E18.8	1	11029659	11030528
SRM	1	11054584	11060024
EXOSC10	1	11066618	11099881
RP4-635E18.7	1	11068471	11073097
RP4-635E18.6	1	11099675	11102100
MTOR	1	11106535	11262507
RP11-99P18.1	1	11143898	11149537
RNU6-537P	1	11152350	11152452
ANGPTL7	1	11189341	11195981
RNU6-291P	1	11226254	11226360
RP4-647M16.1	1	11232963	11233112
UBIAD1	1	11273206	11296049
RP4-796F18.2	1	11278616	11279351
RP4-796F18.3	1	11311734	11319093
RP11-149P14.1	1	11425257	11425821
DISP3	1	11479166	11537584
RP1-69M21.2	1	11609531	11613355
RP3-330O12.5	1	11623558	11643416
FBXO2	1	11637018	11655785
FBXO44	1	11654375	11663327
FBXO6	1	11664124	11674354
MAD2L2	1	11674480	11691650
DRAXIN	1	11691729	11725857
AGTRAP	1	11736084	11754802
C1orf167	1	11761787	11789585
RP11-56N19.5	1	11777077	11779619
MTHFR	1	11785723	11806920
CLCN6	1	11806096	11843144
RF02156	1	11843812	11843984
RF02157	1	11845549	11845697
NPPA	1	11845709	11848345
RF02158	1	11847442	11847549
NPPB	1	11857464	11858931
RP5-934G17.6	1	11877770	11880406
RNU5E-1	1	11908152	11908271
RNU5E-4P	1	11909808	11909927
KIAA2013	1	11919591	11926428
PLOD1	1	11934205	11975538
MFN2	1	11980181	12013514
RP5-1077B9.5	1	12017216	12017308
MIIP	1	12019466	12032045
MIR6729	1	12029158	12029222
RN7SL649P	1	12036740	12037014
TNFRSF8	1	12063377	12144207
RNU6-777P	1	12077881	12077984
RP11-426M1.2	1	12080293	12080547
MIR7846	1	12166943	12167038
TNFRSF1B	1	12167003	12209228
MIR4632	1	12191713	12191773
RP5-1118D24.2	1	12220794	12221109
RF00156	1	12221148	12221271
VPS13D	1	12230032	12512047
SNORA59A	1	12507246	12507397
RP5-888M10.2	1	12527724	12528420
DHRS3	1	12567910	12617731
RNU6ATAC18P	1	12569972	12570072
MIR6730	1	12578957	12579023
RP11-474O21.5	1	12618900	12619244
AADACL4	1	12644547	12667086
RP11-474O21.2	1	12692909	12693020
AADACL3	1	12716115	12728759
C1orf158	1	12746215	12763699
PRAMEF12	1	12774841	12777906
PRAMEF1	1	12791397	12796628
RP5-845O24.8	1	12822686	12823159
PRAMEF11	1	12824605	12831410
RP5-845O24.3	1	12838125	12841357
HNRNPCL1	1	12847408	12848725
PRAMEF2	1	12857086	12861909
PRAMEF4	1	12879224	12886201
PRAMEF10	1	12892896	12898270
PRAMEF7	1	12916610	12920482
RNU6-1072P	1	12922554	12922660
RP11-450I1.2	1	12926162	12928253
PRAMEF6	1	12938472	12947580
CH17-409J4.2	1	13029339	13032130
PRAMEF27	1	13049476	13056491
HNRNPCL3	1	13060869	13062229
PRAMEF25	1	13068677	13077884
WI2-2994D6.1	1	13095179	13097971
RP13-221M14.4	1	13104403	13105689
HNRNPCL2	1	13115496	13116854
RP13-221M14.3	1	13128818	13131615
RP13-221M14.2	1	13146981	13147460
PRAMEF26	1	13148905	13155961
HNRNPCL4	1	13164586	13165467
PRAMEF9	1	13172455	13179464
PRAMEF13	1	13196330	13201409
PRAMEF18	1	13222705	13226106
RP11-450I1.4	1	13245863	13248652
PRAMEF5	1	13254212	13263314
RP11-219C24.8	1	13273539	13275627
RNU6-771P	1	13279125	13279231
PRAMEF8	1	13281035	13285174
RP11-219C24.6	1	13303539	13308907
PRAMEF15	1	13315581	13322598
RP11-219C24.10	1	13324039	13324518
PRAMEF14	1	13342034	13347134
PRAMEF19	1	13369067	13371693
PRAMEF17	1	13389632	13392629
PRAMEF20	1	13410450	13421328
LRRC38	1	13474977	13514048
RP4-597A16.2	1	13513220	13516270
RP4-597A16.3	1	13555001	13555694
PDPN	1	13583465	13617957
RNA5SP41	1	13623184	13623284
CTA-520D8.2	1	13657311	13659910
RF00564	1	13696070	13696199
PRDM2	1	13700198	13825079
KAZN	1	13892792	15118043
RNU6-1265P	1	14124233	14124335
RP11-344F13.1	1	14221891	14223118
RP4-704D23.1	1	14348955	14391575
RP3-410I8.1	1	14692129	14692613
TMEM51-AS1	1	15111815	15152464
TMEM51	1	15152532	15220480
C1orf195	1	15164344	15171317
RP1-21O18.3	1	15191828	15192845
RP5-903E17.2	1	15226373	15227549
FHAD1	1	15247272	15400283
RP3-467K16.2	1	15326680	15343876
RP3-467K16.7	1	15334166	15335464
RP3-467K16.4	1	15402979	15409433
EFHD2	1	15409895	15430343
CTRC	1	15438439	15449242
CELA2A	1	15456728	15472091
CELA2B	1	15465909	15491400
CASP9	1	15490832	15526534
DNAJC16	1	15526813	15592379
SCARNA21B	1	15542165	15542304
RP4-680D5.8	1	15565611	15565956
AGMAT	1	15572353	15585110
RP4-680D5.2	1	15586136	15603626
RP4-680D5.3	1	15604597	15605043
RNU7-179P	1	15608078	15608145
RP4-680D5.4	1	15614643	15614867
DDI2	1	15617500	15669044
RSC1A1	1	15659869	15661722
RP4-680D5.9	1	15682873	15683128
PLEKHM2	1	15684332	15734769
RP11-288I21.1	1	15720312	15736896
SLC25A34	1	15736405	15741396
RP11-169K16.4	1	15740051	15749896
TMEM82	1	15742422	15747982
FBLIM1	1	15756607	15786594
RP11-169K16.6	1	15792796	15793285
UQCRHL	1	15807169	15809348
RP11-169K16.8	1	15828232	15828669
RP11-169K16.9	1	15834474	15848147
SPEN	1	15847864	15940460
RP1-134O19.3	1	15917698	15917908
ZBTB17	1	15941869	15976132
RP11-5P18.1	1	15969632	15970194
RP11-5P18.3	1	15988182	15988441
RP11-5P18.11	1	15989140	15989375
RP11-5P18.2	1	15989871	15994751
C1orf64	1	16004236	16008807
RP11-5P18.5	1	16006160	16006671
HSPB7	1	16014028	16019594
CLCNKA	1	16018875	16034050
RP11-5P18.10	1	16035178	16040029
CLCNKB	1	16043736	16057308
FAM131C	1	16057769	16073632
EPHA2	1	16124337	16156087
RP11-276H7.2	1	16155211	16157329
RP11-276H7.3	1	16159266	16161883
RP4-733M16.2	1	16197854	16198357
ARHGEF19	1	16197854	16212609
ANO7P1	1	16215909	16228027
RSG1	1	16231700	16237162
MTL1	1	16241213	16241398
FBXO42	1	16246839	16352454
SZRD1	1	16352575	16398145
RP11-430L17.1	1	16369150	16369530
SPATA21	1	16387117	16437424
NECAP2	1	16440672	16460078
RP4-798A10.2	1	16460948	16468481
CROCCP3	1	16467436	16499257
RNU1-1	1	16514122	16514285
RP4-798A10.7	1	16514645	16515754
RP4-798A10.4	1	16520694	16521796
RP5-875O13.1	1	16533886	16536172
RNU1-6P	1	16534081	16534224
RP5-875O13.6	1	16548651	16552531
NBPF1	1	16562319	16613562
RP5-1182A14.5	1	16617391	16617729
CROCCP2	1	16618253	16657232
RP5-1182A14.8	1	16642767	16643109
MST1P2	1	16645622	16650289
RP1-163M9.8	1	16656879	16667524
RNU1-3	1	16666785	16666948
RP5-875O13.7	1	16681097	16688749
EIF1AP1	1	16685621	16686055
ESPNP	1	16687339	16720157
RP1-163M9.7	1	16701546	16705594
RP5-1182A14.7	1	16739938	16750589
CROCC	1	16740273	16972979
RP1-163M9.5	1	16740280	16750968
RNU1-4	1	16740516	16740679
MST1L	1	16754910	16770237
RP11-108M9.1	1	16851257	16853129
RP11-108M9.2	1	16855407	16859284
MIR3675	1	16858949	16859021
RP11-108M9.3	1	16870945	16874092
RNU1-5P	1	16873708	16873851
RP11-108M9.4	1	16888538	16889649
RP11-108M9.5	1	16889095	16889602
RNU1-2	1	16895980	16896143
RP11-108M9.6	1	16904339	16904776
MFAP2	1	16974502	16980835
RP1-37C10.3	1	16978926	17005091
ATP13A2	1	16985958	17011928
SDHB	1	17018722	17054170
PADI2	1	17066761	17119435
RP11-380J14.1	1	17189783	17197617
RP11-380J14.4	1	17193232	17201733
PADI1	1	17205126	17246005
PADI3	1	17249098	17284233
MIR3972	1	17277889	17277975
PADI4	1	17308195	17364004
PADI6	1	17372196	17401699
RP1-20B21.4	1	17406760	17407382
RCC2	1	17406760	17439724
ARHGEF10L	1	17539835	17697874
RP11-473A10.2	1	17717687	17749978
ACTL8	1	17755313	17827063
RP11-658E23.1	1	18015712	18045612
RP11-174G17.2	1	18065657	18074412
IGSF21	1	18107746	18378483
RP11-174G17.3	1	18109389	18115861
RP11-174G17	1	18166929	18179346
RP11-422P22.1	1	18385829	18388514
KLHDC7A	1	18480982	18486126
RP1-8B22.1	1	18513118	18513383
RP1-8B22.2	1	18595414	18595636
PAX7	1	18631006	18748866
TAS1R2	1	18839599	18859682
RP13-279N23.2	1	18849273	18921121
ALDH4A1	1	18871430	18902781
MIR4695	1	18883202	18883275
MIR1290	1	18897071	18897148
IFFO2	1	18904281	18956686
RP5-1126H10.2	1	19072110	19075511
UBR4	1	19074506	19210276
RP1-43E13.2	1	19210501	19240704
EMC1	1	19215664	19251552
MRTO4	1	19251539	19260128
AKR7L	1	19265982	19274194
AKR7A3	1	19282558	19289250
RP4-657E11.10	1	19297080	19297903
AKR7A2	1	19303965	19312146
RNU6-1099P	1	19305076	19305182
PQLC2	1	19312326	19329300
CAPZB	1	19338776	19485539
RN7SL277P	1	19424384	19424671
RNU4-28P	1	19510593	19510733
RP5-1056L3.1	1	19591802	19596832
MINOS1	1	19596977	19629821
NBL1	1	19596979	19658456
MINOS1-NBL1	1	19597067	19656927
RP5-1056L3.3	1	19608114	19608568
HTR6	1	19665287	19679562
TMCO4	1	19682213	19799945
RNF186	1	19814029	19815278
RP11-91K11.2	1	19814367	19819502
OTUD3	1	19882513	19912945
PLA2G2E	1	19920009	19923617
RN7SL304P	1	19970969	19971269
PLA2G2A	1	19975431	19980416
PLA2G5	1	20028179	20091190
PLA2G2D	1	20111939	20119566
PLA2G2F	1	20139326	20150386
RP3-340N1.2	1	20154338	20160568
PLA2G2C	1	20161253	20177424
RP3-340N1.5	1	20184242	20186486
UBXN10	1	20186085	20196048
RP3-340N1.6	1	20243095	20244655
RP3-340N1.7	1	20272018	20275005
VWA5B1	1	20290919	20354894
RP4-745E8.2	1	20294211	20323187
RP4-749H3.1	1	20360579	20431234
RP4-749H3.2	1	20412304	20413253
RP4-749H3.4	1	20476222	20478937
RP4-749H3.3	1	20478779	20480397
CAMK2N1	1	20482391	20486220
MUL1	1	20499448	20508161
RP11-401M16.3	1	20525989	20526751
FAM43B	1	20552439	20555010
CDA	1	20588948	20618908
PINK1	1	20633455	20651511
MIR6084	1	20633679	20633788
RP11-401M16.7	1	20642657	20652193
DDOST	1	20651767	20661544
KIF17	1	20664014	20718017
RP5-930J4.5	1	20692734	20694013
SH2D5	1	20719732	20732837
RP5-930J4.2	1	20732880	20733952
HP1BP3	1	20742661	20787323
EIF4G3	1	20806292	21176888
RNU7-200P	1	20841241	20841302
MIR1256	1	20988314	20988432
RP11-487E1.1	1	21003550	21003934
RP11-487E1.2	1	21073639	21073753
RP11-628K18.1	1	21161475	21162081
ECE1	1	21217247	21345504
RP3-329E20.2	1	21266082	21267251
RP5-1071N3.1	1	21293290	21299774
RP11-560O15.1	1	21397987	21398362
RP11-293F5.8	1	21411460	21413293
RP11-293F5.1	1	21415898	21417492
RP11-293F5.2	1	21424625	21427967
HS6ST1P	1	21428303	21429536
RP11-293F5.4	1	21434318	21437558
NBPF3	1	21440128	21485005
RP11-293F5.6	1	21459756	21460082
ALPL	1	21509372	21578412
RP11-63N8.3	1	21586472	21591187
RAP1GAP	1	21596215	21669363
USP48	1	21678298	21783606
RP11-132G19.3	1	21768269	21768575
LDLRAD2	1	21812265	21825221
HSPG2	1	21822245	21937297
RP11-26H16.1	1	21908098	21908580
RP11-26H16.4	1	21950679	21956871
CELA3B	1	21977021	21998642
RN7SL386P	1	21987481	21987777
RNU6-1022P	1	21987816	21987919
CELA3A	1	22001656	22012539
RN7SL186P	1	22010650	22010946
RNU6-776P	1	22010985	22011088
RP1-224A6.3	1	22023990	22026048
RP1-224A6.4	1	22024558	22031223
CDC42	1	22052627	22092946
RP1-224A6.6	1	22059197	22064199
RP1-224A6.8	1	22068340	22068827
WNT4	1	22117305	22143969
MIR4418	1	22266239	22266300
RP11-415K20.1	1	22322840	22323331
RP11-415K20.2	1	22364630	22366482
ZBTB40	1	22451851	22531157
RP1-61A9.4	1	22517474	22519708
EPHA8	1	22563564	22603594
MIR6127	1	22633258	22633366
C1QA	1	22636506	22639608
C1QC	1	22643630	22648110
C1QB	1	22652762	22661538
EPHB2	1	22710839	22921500
MIR4684	1	22719517	22719598
RP11-69E9.1	1	22835713	22836849
MIR4253	1	22863159	22863226
LACTBL1	1	22953043	22965338
C1orf234	1	23010834	23015850
KDM1A	1	23019443	23083689
RP1-184J9.2	1	23020147	23088058
MIR3115	1	23044305	23044372
MIR4419A	1	23057858	23057934
LUZP1	1	23084023	23177808
RP5-979D14.1	1	23140325	23141142
RNU6-514P	1	23162704	23162810
RNU6-135P	1	23163953	23164053
HTR1D	1	23191895	23194729
RP5-1057J7.1	1	23244765	23245224
RP5-1057J7.6	1	23281309	23286752
RP5-1057J7.8	1	23297797	23302866
HNRNPR	1	23303771	23344336
ZNF436	1	23359448	23369442
C1orf213	1	23368997	23371839
RP5-1057J7.7	1	23378380	23379029
TCEA3	1	23381061	23424740
RP4-654C18.1	1	23410832	23412146
ASAP3	1	23428563	23484568
E2F2	1	23506430	23531220
RP1-150O5.3	1	23549139	23550915
ID3	1	23557918	23559794
MDS2	1	23581495	23640568
RP11-223J15.2	1	23670294	23680259
RPL11	1	23691742	23696835
ELOA	1	23743155	23762059
RP5-886K2.3	1	23760382	23778287
PITHD1	1	23778405	23788232
LYPLA2	1	23790970	23795539
GALE	1	23795599	23800804
HMGCL	1	23801885	23838620
FUCA1	1	23845077	23868294
CNR2	1	23870526	23913362
RP11-4M23.2	1	23901471	23902737
RP11-4M23.3	1	23907111	23907885
MIR378F	1	23929070	23929147
RP11-4M23.4	1	23949016	23949383
PNRC2	1	23959109	23963462
SRSF10	1	23964804	23980927
RP11-4M23.7	1	24007881	24008519
RP11-293P20.2	1	24040835	24086799
MYOM3	1	24056035	24112175
RP11-293P20.4	1	24066774	24083565
IL22RA1	1	24119771	24143121
IFNLR1	1	24154157	24187959
RP11-10N16.2	1	24200240	24211693
RP11-10N16.3	1	24307556	24321901
GRHL3	1	24319322	24364482
STPG1	1	24356999	24416934
NIPAL3	1	24415794	24472976
RCAN3	1	24502351	24541040
RP4-594I10.3	1	24538802	24556024
NCMAP	1	24556111	24609328
RP11-496D1.2	1	24563627	24563974
SRRM1	1	24631716	24673267
RP11-373M8.2	1	24704894	24717596
CLIC4	1	24745357	24844324
RNU6-1208P	1	24777873	24777979
RUNX3	1	24899511	24965121
MIR6731	1	24919345	24919416
RP11-84D1.1	1	24961345	24963097
RP11-84D1.2	1	24968423	24970865
MIR4425	1	25023503	25023586
RP4-799D16.1	1	25043707	25113120
RP4-781L3.1	1	25125053	25125454
RP4-706G24.1	1	25208139	25209437
SYF2	1	25222679	25232502
RP3-465N24.7	1	25232586	25234775
RP3-465N24.8	1	25239494	25240253
RSRP1	1	25242237	25338213
RP3-465N24.6	1	25247837	25248321
RP3-465N24.5	1	25266102	25267136
RHD	1	25272393	25330445
RP11-335G20.1	1	25294164	25294643
